CNPJ_COMPLETO;valor_real;PORTE;cnpj_basico;CEP;situacao_cadastral_atual;data_situacao_cadastral_atual;DT_ABERTURA;DT_FECHAMENTO;data_reabertura;situacao_fechamento;numero_posts;tem_instagram;cnae_fiscal_principal;nome_municipio
29.331.277/0001-89;0;1.0;29331277.0;94010010.0;8.0;20180815.0;20171228.0;;;;0;0;5611201.0;GRAVATAI
29.334.725/0001-06;0;1.0;29334725.0;97010003.0;8.0;20230508.0;20171227.0;;;;0;0;8650003.0;SANTA MARIA
29.346.062/0001-31;0;1.0;29346062.0;95590000.0;8.0;20180809.0;20180103.0;;;;0;0;6821801.0;TRAMANDAI
29.451.257/0002-22;0;1.0;29451257.0;98200000.0;8.0;20240530.0;20230524.0;;;;102;1;6622300.0;CAXIAS DO SUL
29.451.257/0003-03;1;1.0;29451257.0;98200000.0;8.0;20240530.0;20230524.0;;;;102;1;6622300.0;CAXIAS DO SUL
29.528.037/0001-79;1;1.0;29528037.0;96408640.0;2.0;20180125.0;20180125.0;;;;132;1;4313400.0;BAGE
29.611.549/0001-02;0;1.0;29611549.0;90690070.0;8.0;20210923.0;20180204.0;;;;0;0;9609207.0;PORTO ALEGRE
29.625.046/0001-88;1;3.0;29625046.0;95176430.0;2.0;20180206.0;20180206.0;;;;25;1;2543800.0;FARROUPILHA
29.626.735/0001-07;1;1.0;29626735.0;95076090.0;2.0;20180206.0;20180206.0;;;;136;1;2869100.0;CAXIAS DO SUL
29.688.217/0001-18;0;1.0;29688217.0;91530000.0;8.0;20190831.0;20180215.0;;;;0;0;4754701.0;PORTO ALEGRE
29.688.360/0001-00;0;1.0;29688360.0;99150000.0;8.0;20200129.0;20180215.0;;;;0;0;6399200.0;MARAU
29.691.519/0001-45;1;1.0;29691519.0;91040070.0;2.0;20180215.0;20180215.0;;;;526;1;4618402.0;PORTO ALEGRE
29.694.921/0002-64;1;5.0;29694921.0;97110800.0;2.0;20181024.0;20181024.0;;;;4;1;4683400.0;SANTA MARIA
29.695.351/0004-99;1;5.0;29695351.0;90110000.0;2.0;20230612.0;20230612.0;;;;585;1;7020400.0;PORTO ALEGRE
29.722.707/0001-93;0;3.0;29722707.0;90220211.0;8.0;20210510.0;20180220.0;;;;0;0;6462000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20081215.0;20090109.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20090414.0;20090729.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20090901.0;20090914.0;3.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20091002.0;20091117.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20100212.0;20100330.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20100426.0;20100505.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20100623.0;20100707.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20130905.0;20130927.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20131108.0;20131210.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20150821.0;20150914.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20160308.0;20160401.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20160712.0;20160815.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20160815.0;20161013.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20161013.0;20170208.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20170223.0;20180509.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20190628.0;20190808.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20191128.0;20191129.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20191204.0;20200317.0;3.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20200910.0;20201230.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20220510.0;20220511.0;3.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20221213.0;20230207.0;3.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20230414.0;20230726.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20231211.0;20240621.0;3.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20240819.0;20240823.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20240913.0;20240923.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20241011.0;20250428.0;8.0;1034;1;9491000.0;PORTO ALEGRE
29.744.778/3691-90;1;5.0;29744778.0;95720000.0;2.0;20250718.0;20250718.0;20250624.0;20250718.0;3.0;1034;1;9491000.0;PORTO ALEGRE
29.754.440/0001-16;0;1.0;29754440.0;91910460.0;8.0;20190514.0;20180222.0;;;;0;0;7319003.0;PORTO ALEGRE
29.775.820/0001-37;0;1.0;29775820.0;95680000.0;8.0;20220812.0;20180226.0;;;;0;0;5510801.0;CANELA
29.813.057/0001-91;0;5.0;29813057.0;95084000.0;8.0;20230725.0;20171130.0;;;;0;0;4110700.0;CAXIAS DO SUL
29.858.912/0001-80;1;5.0;29858912.0;99155000.0;2.0;20180306.0;20180306.0;;;;367;1;2833000.0;VILA MARIA
29.868.136/0001-08;1;5.0;29868136.0;90240005.0;2.0;20180307.0;20180307.0;;;;161;1;6110803.0;PORTO ALEGRE
29.886.187/0004-05;0;5.0;29886187.0;99530000.0;2.0;20240927.0;20240927.0;20230628.0;20231219.0;8.0;398;1;151201.0;SAO LOURENCO DO SUL
29.989.515/0001-48;0;1.0;29989515.0;90480200.0;4.0;20231030.0;20180320.0;;;;0;0;4762800.0;PORTO ALEGRE
3) Gerenciar mercadorias expostas e em depósito, evitando perdas por vencimentos e avarias.;0;;;;;;;;;;0;0;;
30.106.683/0001-27;0;1.0;30106683.0;95070680.0;8.0;20200617.0;20180404.0;;;;0;0;8219999.0;CAXIAS DO SUL
30.130.841/0001-84;1;1.0;30130841.0;90550001.0;2.0;20220308.0;20220308.0;;;;1;1;4742300.0;PORTO ALEGRE
30.160.852/0001-07;1;1.0;30160852.0;90810080.0;2.0;20180410.0;20180410.0;;;;19;1;6619302.0;PORTO ALEGRE
30.162.033/0001-07;0;1.0;30162033.0;91130480.0;8.0;20230318.0;20180410.0;;;;0;0;7020400.0;PORTO ALEGRE
30.193.705/0003-03;1;5.0;30193705.0;91330002.0;2.0;20220520.0;20220520.0;;;;227;1;6619399.0;PORTO ALEGRE
30.263.756/0003-56;0;5.0;30263756.0;92120001.0;8.0;20230505.0;20180831.0;;;;0;0;4636202.0;CANOAS
30.286.381/0001-88;1;1.0;30286381.0;90020060.0;2.0;20180424.0;20180424.0;;;;167;1;9512600.0;PORTO ALEGRE
30.287.655/0001-53;1;1.0;30287655.0;94910000.0;8.0;20231229.0;20211019.0;;;;1;1;4789005.0;CACHOEIRINHA
30.288.246/0004-14;0;3.0;30288246.0;95180058.0;8.0;20210708.0;20181217.0;;;;0;0;1422300.0;NOVA PETROPOLIS
30.307.684/0001-30;1;5.0;30307684.0;96823030.0;2.0;20180313.0;20180313.0;;;;391;1;9493600.0;SANTA CRUZ DO SUL
30.310.564/0001-91;1;1.0;30310564.0;93525080.0;2.0;20180426.0;20180426.0;;;;74;1;6203100.0;NOVO HAMBURGO
30.354.675/0002-80;1;5.0;30354675.0;90230011.0;2.0;20210407.0;20210407.0;;;;161;1;2944100.0;PORTO ALEGRE
30.356.106/0001-93;1;3.0;30356106.0;90440191.0;2.0;20180503.0;20180503.0;;;;4755;1;6622300.0;PORTO ALEGRE
30.357.728/0001-36;0;5.0;30357728.0;90110150.0;4.0;20240816.0;20180503.0;;;;0;0;6622300.0;PORTO ALEGRE
30.358.037/0002-38;0;1.0;30358037.0;97032000.0;8.0;20210917.0;20190603.0;;;;0;0;6622300.0;SAO PEDRO DO SUL
30.382.463/0001-26;0;5.0;30382463.0;95098270.0;8.0;20190905.0;20180507.0;;;;0;0;8211300.0;CAXIAS DO SUL
30.393.374/0001-85;0;5.0;30393374.0;95520000.0;8.0;20250106.0;20180326.0;;;;0;0;9412099.0;OSORIO
30.396.442/0001-60;1;1.0;30396442.0;90480140.0;2.0;20210925.0;20210925.0;;;;1;1;4781400.0;PORTO ALEGRE
30.396.959/0001-59;1;3.0;30396959.0;95905018.0;2.0;20180508.0;20180508.0;;;;370;1;6622300.0;LAJEADO
30.399.452/0001-59;1;5.0;30399452.0;98780322.0;2.0;20180508.0;20180508.0;;;;1;1;3511501.0;SANTA ROSA
30.468.879/0001-61;1;5.0;30468879.0;95150000.0;2.0;20180921.0;20081229.0;;;;1343;1;8411600.0;NOVA PETROPOLIS
30.480.315/0002-25;0;3.0;30480315.0;92705540.0;8.0;20210719.0;20200218.0;;;;0;0;5620101.0;PELOTAS
30.521.036/0001-81;1;3.0;30521036.0;90230011.0;2.0;20220527.0;20220527.0;;;;1408;1;4754701.0;PORTO ALEGRE
30.533.030/0001-24;1;1.0;30533030.0;92310300.0;2.0;20180523.0;20180523.0;;;;108;1;4321500.0;CANOAS
30.556.058/0001-87;1;1.0;30556058.0;95900750.0;2.0;20180525.0;20180525.0;;;;207;1;4619200.0;LAJEADO
30.572.566/0001-59;0;5.0;30572566.0;96820350.0;8.0;20230131.0;20180528.0;;;;0;0;2710401.0;SANTA CRUZ DO SUL
30.606.433/0001-56;0;1.0;30606433.0;92310140.0;8.0;20230424.0;20180604.0;;;;0;0;7112000.0;CANOAS
30.607.110/0005-00;0;5.0;30607110.0;95200145.0;8.0;20240715.0;20240410.0;;;;0;0;8630503.0;VACARIA
30.620.269/0001-31;1;3.0;30620269.0;95720000.0;2.0;20230913.0;20230913.0;;;;841;1;4723700.0;GARIBALDI
30.645.136/0001-10;1;3.0;30645136.0;91750060.0;2.0;20180607.0;20180607.0;;;;164;1;4645101.0;PORTO ALEGRE
30.702.908/0001-08;0;5.0;30702908.0;90570080.0;8.0;20190806.0;20180614.0;;;;0;0;6462000.0;PORTO ALEGRE
30.709.716/0004-76;1;5.0;30709716.0;96195000.0;2.0;20231006.0;20231006.0;;;;1;1;115600.0;SAO LOURENCO DO SUL
30.739.306/0001-25;0;1.0;30739306.0;90450171.0;8.0;20230704.0;20180619.0;;;;0;0;6202300.0;PORTO ALEGRE
30.744.454/0001-38;0;1.0;30744454.0;99070450.0;8.0;20240104.0;20180620.0;;;;0;0;4781400.0;PASSO FUNDO
30.789.347/0001-26;0;3.0;30789347.0;90430180.0;8.0;20210225.0;20180626.0;;;;0;0;6202300.0;PORTO ALEGRE
30.835.404/0002-47;1;1.0;30835404.0;96815605.0;2.0;20190520.0;20190520.0;;;;1;1;7319003.0;SANTA CRUZ DO SUL
30.839.292/0001-11;0;1.0;30839292.0;93032405.0;4.0;20220610.0;20180703.0;;;;0;0;3312102.0;SAO LEOPOLDO
30.893.380/0001-00;0;1.0;30893380.0;93042114.0;8.0;20221207.0;20180710.0;;;;0;0;8211300.0;SAO LEOPOLDO
30.895.511/0001-80;1;5.0;30895511.0;99500000.0;2.0;20180710.0;20180710.0;;;;114;1;2833000.0;CARAZINHO
30.909.757/0001-63;1;5.0;30909757.0;97753000.0;2.0;20180628.0;20180628.0;;;;1;1;8411600.0;CAPAO DO CIPO
30.918.383/0001-42;1;5.0;30918383.0;95060700.0;2.0;20180416.0;20180416.0;;;;41;1;8112500.0;CAXIAS DO SUL
30.919.444/0001-96;1;1.0;30919444.0;98460000.0;2.0;20180712.0;20180712.0;;;;749;1;5510801.0;IRAI
30.922.072/0003-19;0;5.0;30922072.0;90200310.0;8.0;20211227.0;20191211.0;;;;0;0;7729202.0;PORTO ALEGRE
30.952.397/0001-82;0;1.0;30952397.0;95720000.0;8.0;20190515.0;20180717.0;;;;0;0;4649499.0;GARIBALDI
30.956.915/0001-36;1;1.0;30956915.0;98920000.0;2.0;20180718.0;20180718.0;;;;20;1;6202300.0;HORIZONTINA
31.011.926/0001-06;0;1.0;31011926.0;97050440.0;8.0;20200313.0;20180724.0;;;;0;0;6319400.0;SANTA MARIA
31.068.962/0002-97;1;1.0;31068962.0;90220000.0;2.0;20240216.0;20240216.0;;;;502;1;5620102.0;PORTO ALEGRE
31.108.682/0001-84;1;1.0;31108682.0;92025730.0;2.0;20220623.0;20180803.0;;;;181;1;6821801.0;CANOAS
31.148.566/0001-99;1;5.0;31148566.0;95082210.0;2.0;20180808.0;20180808.0;;;;1561;1;6810201.0;CAXIAS DO SUL
31.237.430/0001-55;0;1.0;31237430.0;96015280.0;8.0;20201014.0;20180815.0;;;;0;0;6204000.0;PELOTAS
31.303.772/0001-26;0;5.0;31303772.0;90020015.0;4.0;20220608.0;20180807.0;;;;0;0;9499500.0;PORTO ALEGRE
31.351.230/0001-29;1;1.0;31351230.0;96835744.0;2.0;20180827.0;20180827.0;;;;1;1;2511000.0;SANTA CRUZ DO SUL
31.351.799/0001-94;1;1.0;31351799.0;98918000.0;2.0;20180828.0;20180828.0;;;;1144;1;4930202.0;BOA VISTA DO BURICA
31.373.002/0001-50;1;1.0;31373002.0;93700000.0;2.0;20180829.0;20180829.0;;;;37;1;4689399.0;CAMPO BOM
31.379.262/0001-32;1;1.0;31379262.0;95012617.0;2.0;20180830.0;20180830.0;;;;1;1;7319002.0;CAXIAS DO SUL
31.393.538/0012-90;0;5.0;31393538.0;90230100.0;8.0;20220608.0;20191210.0;;;;0;0;4530703.0;PORTO ALEGRE
31.411.037/0001-36;0;5.0;31411037.0;93700000.0;8.0;20201211.0;20180903.0;;;;0;0;6190601.0;CAMPO BOM
31.434.912/0001-03;0;1.0;31434912.0;95913448.0;8.0;20220413.0;20180905.0;;;;0;0;8599604.0;LAJEADO
31.437.407/0001-04;1;1.0;31437407.0;90620160.0;2.0;20180905.0;20180905.0;;;;1089;1;8511200.0;PORTO ALEGRE
31.495.655/0001-01;1;5.0;31495655.0;90150101.0;2.0;20180829.0;20180829.0;;;;283;1;9412099.0;PORTO ALEGRE
31.512.297/0005-21;1;5.0;31512297.0;90470282.0;2.0;20241205.0;20241205.0;;;;368;1;5611201.0;PORTO ALEGRE
31.520.143/0014-72;0;5.0;31520143.0;90110001.0;8.0;20241111.0;20211013.0;;;;0;0;5611203.0;PORTO ALEGRE
31.565.104/0104-82;1;5.0;31565104.0;91130000.0;8.0;20220901.0;20040715.0;19970318.0;20051103.0;8.0;2820;1;4637101.0;CARAZINHO
31.565.104/0291-59;0;5.0;31565104.0;91130000.0;8.0;20220901.0;20040715.0;19970318.0;20051103.0;8.0;2820;1;4637101.0;CARAZINHO
31.615.665/0001-33;0;1.0;31615665.0;94415510.0;8.0;20210311.0;20180926.0;;;;0;0;4754701.0;VIAMAO
31.655.484/0001-30;0;1.0;31655484.0;95900528.0;8.0;20220906.0;20181001.0;;;;0;0;4930202.0;LAJEADO
31.681.804/0001-27;1;1.0;31681804.0;98700000.0;2.0;20181003.0;20181003.0;;;;810;1;7319003.0;IJUI
31.687.091/0001-09;0;1.0;31687091.0;90630170.0;8.0;20210324.0;20181004.0;;;;0;0;8211300.0;PORTO ALEGRE
31.689.833/0001-35;0;1.0;31689833.0;95560000.0;8.0;20200508.0;20181004.0;;;;0;0;5611201.0;TORRES
31.707.585/0001-08;0;5.0;31707585.0;90430001.0;8.0;20220523.0;20180816.0;;;;0;0;6202300.0;PORTO ALEGRE
31.722.651/0001-19;0;1.0;31722651.0;92025430.0;8.0;20220609.0;20181009.0;;;;0;0;8211300.0;CANOAS
31.725.974/0023-71;0;1.0;31725974.0;91110001.0;8.0;20190703.0;20190523.0;;;;0;0;6319400.0;ANTA GORDA
31.737.762/0001-07;0;3.0;31737762.0;95082140.0;8.0;20210809.0;20181010.0;;;;0;0;6810202.0;CAXIAS DO SUL
31.740.598/0001-89;0;1.0;31740598.0;95054780.0;4.0;20240822.0;20181010.0;;;;0;0;2512800.0;CAXIAS DO SUL
31.777.349/0001-68;1;1.0;31777349.0;97573502.0;2.0;20250228.0;20250228.0;;;;64;1;4744099.0;SANTANA DO LIVRAMENTO
31.799.479/0005-25;1;5.0;31799479.0;95182000.0;2.0;20191004.0;20191004.0;;;;400;1;4930202.0;FARROUPILHA
31.852.852/0001-30;0;1.0;31852852.0;95560000.0;4.0;20240816.0;20181024.0;;;;0;0;4782202.0;TORRES
31.859.332/0006-64;1;5.0;31859332.0;96015000.0;2.0;20221027.0;20221027.0;;;;1845;1;8550302.0;PELOTAS
31.887.045/0012-06;1;5.0;31887045.0;90035074.0;2.0;20151203.0;20151203.0;;;;1996;1;9412099.0;PORTO ALEGRE
31.888.429/0001-90;0;1.0;31888429.0;90020003.0;4.0;20231030.0;20181029.0;;;;0;0;5611203.0;PORTO ALEGRE
31.896.242/0001-39;0;5.0;31896242.0;95182000.0;8.0;20181218.0;20181030.0;;;;0;0;6462000.0;FARROUPILHA
31.900.714/0001-80;0;1.0;31900714.0;93800042.0;8.0;20230301.0;20181030.0;;;;0;0;4679699.0;SAPIRANGA
31.944.406/0003-18;0;3.0;31944406.0;95588000.0;8.0;20240118.0;20230106.0;;;;0;0;5611201.0;XANGRI-LA
31.959.930/0001-09;1;1.0;31959930.0;95110000.0;2.0;20181107.0;20181107.0;;;;1;1;7119703.0;CAXIAS DO SUL
32.007.302/0001-88;1;5.0;32007302.0;95010005.0;2.0;20181113.0;20181113.0;;;;486;1;6462000.0;CAXIAS DO SUL
32.015.441/0001-53;1;5.0;32015441.0;90460080.0;2.0;20220406.0;20180409.0;;;;81;1;9412099.0;PORTO ALEGRE
32.054.147/0001-50;0;5.0;32054147.0;90660080.0;8.0;20211227.0;20181120.0;;;;0;0;4511102.0;PORTO ALEGRE
32.055.357/0001-63;0;5.0;32055357.0;97015190.0;8.0;20200320.0;20181120.0;;;;0;0;8599604.0;SANTA MARIA
32.085.531/0002-00;1;1.0;32085531.0;91920130.0;2.0;20250626.0;20250626.0;;;;260;1;5611203.0;PORTO ALEGRE
32.109.908/0001-24;0;3.0;32109908.0;92340160.0;8.0;20200703.0;20181127.0;;;;0;0;8512100.0;CANOAS
32.116.856/0001-13;0;5.0;32116856.0;91410030.0;8.0;20220411.0;20181015.0;;;;0;0;6204000.0;PORTO ALEGRE
32.215.713/0008-35;0;1.0;32215713.0;95270000.0;8.0;20191205.0;20190507.0;;;;0;0;8219999.0;FLORES DA CUNHA
32.225.388/0002-04;1;5.0;32225388.0;95910770.0;2.0;20221117.0;20221117.0;;;;284;1;4511102.0;LAJEADO
32.244.271/0001-89;1;1.0;32244271.0;90150005.0;2.0;20181213.0;20181213.0;;;;151;1;7111100.0;PORTO ALEGRE
32.249.857/0001-36;0;1.0;32249857.0;95560000.0;8.0;20221219.0;20181213.0;;;;0;0;9602501.0;TORRES
32.258.416/0001-09;0;5.0;32258416.0;92120020.0;8.0;20200608.0;20181214.0;;;;0;0;4652400.0;CANOAS
32.274.260/0001-41;0;1.0;32274260.0;91760400.0;8.0;20240925.0;20181218.0;;;;0;0;4322303.0;PORTO ALEGRE
32.276.325/0001-98;0;1.0;32276325.0;98130000.0;8.0;20191112.0;20181218.0;;;;0;0;8211300.0;JULIO DE CASTILHOS
32.277.572/0001-09;0;3.0;32277572.0;95012613.0;8.0;20220805.0;20181218.0;;;;0;0;4744099.0;CAXIAS DO SUL
32.293.926/0001-09;1;1.0;32293926.0;95552000.0;8.0;20220728.0;20200624.0;;;;1;1;8630503.0;CAPIVARI DO SUL
32.311.371/0001-80;1;1.0;32311371.0;91330001.0;2.0;20181226.0;20181226.0;;;;104;1;4120400.0;PORTO ALEGRE
32.345.896/0001-37;1;1.0;32345896.0;92020333.0;2.0;20210127.0;20210127.0;;;;943;1;4773300.0;NOVO HAMBURGO
32.359.870/0002-29;1;1.0;32359870.0;92200000.0;2.0;20250410.0;20250410.0;;;;1;1;4723700.0;GRAVATAI
32.408.731/0001-67;0;1.0;32408731.0;98400000.0;8.0;20231002.0;20190110.0;;;;0;0;4753900.0;FREDERICO WESTPHALEN
32.409.261/0002-37;0;1.0;32409261.0;96180000.0;8.0;20230227.0;20190110.0;;;;0;0;4773300.0;FARROUPILHA
32.547.836/0001-05;0;1.0;32547836.0;90550143.0;4.0;20231030.0;20190124.0;;;;0;0;8211300.0;PORTO ALEGRE
32.664.523/0003-90;0;3.0;32664523.0;93950000.0;8.0;20230810.0;20220223.0;;;;0;0;8219999.0;DOIS IRMAOS
32.678.980/0035-11;1;5.0;32678980.0;90810080.0;2.0;20241227.0;20241227.0;;;;6214;1;5611201.0;PORTO ALEGRE
32.811.538/0001-72;0;3.0;32811538.0;93520410.0;8.0;20191111.0;20190219.0;;;;0;0;8690901.0;NOVO HAMBURGO
32.820.919/0001-18;0;3.0;32820919.0;90810120.0;4.0;20210323.0;20190219.0;;;;0;0;4110700.0;PORTO ALEGRE
32.927.303/0002-21;1;5.0;32927303.0;90540110.0;2.0;20030906.0;19910228.0;20010619.0;20030906.0;8.0;827;1;6511101.0;CAXIAS DO SUL
32.946.177/0001-71;0;5.0;32946177.0;99070000.0;4.0;20240822.0;20190306.0;;;;0;0;6110899.0;PASSO FUNDO
32.969.759/0002-54;0;1.0;32969759.0;93600340.0;8.0;20230315.0;20201016.0;;;;0;0;4930202.0;ESTANCIA VELHA
32.983.958/0001-36;0;1.0;32983958.0;92410090.0;8.0;20240411.0;20190311.0;;;;0;0;7112000.0;CANOAS
33.033.028/0030-19;1;5.0;33033028.0;93260060.0;8.0;20171122.0;20110708.0;19950203.0;20051103.0;8.0;1012;1;8211300.0;ESTEIO
33.043.295/0001-32;0;1.0;33043295.0;90570060.0;8.0;20191031.0;20190315.0;;;;0;0;7319099.0;PORTO ALEGRE
33.061.081/0001-99;0;1.0;33061081.0;93265169.0;8.0;20230509.0;20190318.0;;;;0;0;8130300.0;ESTEIO
33.070.814/0016-38;1;5.0;33070814.0;91150180.0;2.0;20100205.0;20100205.0;;;;591;1;4930202.0;PORTO ALEGRE
33.081.106/0003-88;0;3.0;33081106.0;95320000.0;8.0;20231106.0;20210323.0;;;;0;0;4683400.0;SANTA MARIA
33.100.082/0005-29;1;5.0;33100082.0;;;;;;;;823;1;4645101.0;PORTO ALEGRE
33.131.079/0002-20;0;5.0;33131079.0;90480002.0;8.0;20170814.0;20120711.0;;;;0;0;4664800.0;PORTO ALEGRE
33.254.029/0001-59;0;3.0;33254029.0;93548515.0;8.0;20200318.0;20190404.0;;;;0;0;4712100.0;NOVO HAMBURGO
33.297.493/0001-22;0;1.0;33297493.0;96400480.0;8.0;20190816.0;20190409.0;;;;0;0;4520001.0;BAGE
33.304.844/0001-85;0;1.0;33304844.0;93950000.0;8.0;20200525.0;20190409.0;;;;0;0;8219999.0;DOIS IRMAOS
33.316.032/0001-50;1;1.0;33316032.0;95708734.0;2.0;20210127.0;20210127.0;;;;361;1;4744099.0;BENTO GONCALVES
33.373.864/0001-08;0;1.0;33373864.0;95200028.0;8.0;20220401.0;20190416.0;;;;0;0;8650003.0;VACARIA
33.420.147/0001-90;0;1.0;33420147.0;90830470.0;8.0;20191105.0;20190422.0;;;;0;0;8211300.0;PORTO ALEGRE
33.499.336/0005-23;1;5.0;33499336.0;90020020.0;2.0;20090507.0;20090507.0;;;;35;1;7820500.0;PORTO ALEGRE
33.499.744/0001-51;0;1.0;33499744.0;98700000.0;8.0;20220221.0;20190430.0;;;;0;0;7020400.0;IJUI
33.522.645/0001-43;0;3.0;33522645.0;91130000.0;8.0;20221025.0;20190503.0;;;;0;0;4752100.0;PORTO ALEGRE
33.545.935/0001-02;1;3.0;33545935.0;96020480.0;2.0;20190507.0;20190507.0;;;;700;1;4520002.0;PELOTAS
33.586.070/0001-22;0;5.0;33586070.0;97045120.0;8.0;20230124.0;20190225.0;;;;0;0;6911701.0;SANTA MARIA
33.605.017/0001-21;0;1.0;33605017.0;95032180.0;8.0;20201022.0;20190513.0;;;;0;0;6622300.0;CAXIAS DO SUL
33.746.115/0001-89;0;1.0;33746115.0;93410177.0;8.0;20210210.0;20190528.0;;;;0;0;6622300.0;NOVO HAMBURGO
33.751.765/0001-12;0;5.0;33751765.0;96610000.0;8.0;20240809.0;20190528.0;;;;0;0;1629301.0;ENCRUZILHADA DO SUL
33.767.574/0004-91;1;5.0;33767574.0;94931790.0;2.0;20240125.0;20240125.0;;;;532;1;5211701.0;CACHOEIRINHA
33.820.378/0003-52;1;1.0;33820378.0;93700000.0;2.0;20230306.0;20230306.0;;;;2892;1;4782201.0;CAMPO BOM
33.824.142/0001-22;0;1.0;33824142.0;93042114.0;8.0;20221215.0;20190604.0;;;;0;0;8211300.0;SAO LEOPOLDO
33.887.155/0001-40;0;1.0;33887155.0;95590000.0;8.0;20210922.0;20190611.0;;;;0;0;6821801.0;TRAMANDAI
33.908.240/0001-48;1;3.0;33908240.0;95560000.0;2.0;20190612.0;20190612.0;;;;404;1;5611201.0;TORRES
33.913.189/0003-24;1;1.0;33913189.0;90010110.0;2.0;20210915.0;20210915.0;;;;1477;1;5611205.0;PORTO ALEGRE
33.913.287/0003-61;0;3.0;33913287.0;95900104.0;8.0;20230911.0;20210922.0;;;;0;0;8640201.0;LAJEADO
34.005.619/0001-00;0;1.0;34005619.0;95680000.0;8.0;20191121.0;20190624.0;;;;0;0;4721104.0;CANELA
34.008.082/0004-85;1;3.0;34008082.0;90480000.0;2.0;20230728.0;20230728.0;;;;1;1;4930202.0;PORTO ALEGRE
34.028.040/0003-25;1;5.0;34028040.0;95720000.0;2.0;20220624.0;20220624.0;;;;1;1;4110700.0;GARIBALDI
34.032.925/0001-36;1;5.0;34032925.0;90200310.0;2.0;20190611.0;20190611.0;;;;2337;1;9499500.0;PORTO ALEGRE
34.036.324/0001-00;0;1.0;34036324.0;93890000.0;8.0;20240606.0;20190624.0;;;;0;0;2599399.0;NOVA HARTZ
